Time,Latitude,Longitude,Depth,Altitude,Chlorophyll,cDOM,DissolvedOxygen
1569494825.69,63.56481257,10.47239202,67.32888,-1,0.1386999935,3.0464000702,214.729
1569494826.84,63.56481407,10.47235866,67.822433,-1,0.1459999979,2.8671998978,214.49
1569494827.94,63.56481562,10.4723268,68.250725,-1,0.131400004,3.135999918,214.0295
1569494829.09,63.56481731,10.47229345,68.692741,-1,0.1459999979,2.6879999638,213.716
1569494830.19,63.5648189,10.47226144,69.130898,-1,0.1168000028,2.6879999638,213.481
1569494831.34,63.56482052,10.47222806,69.605019,-1,0.1168000028,3.135999918,213.449
1569494832.44,63.56482201,10.47219601,70.032219,-1,0.1168000028,2.4191999435,213.325
1569494833.59,63.56482353,10.47216233,70.44091,-1,0.131400004,3.0464000702,213.172
1569494834.69,63.56482489,10.47213024,70.855026,-1,0.131400004,2.77760005,212.968
1569494835.84,63.56482622,10.47209685,71.301208,-1,0.131400004,2.8671998978,213.243
1569494836.94,63.56482751,10.47206496,71.73378,-1,0.131400004,2.598400116,213.109
1569494838.09,63.56482893,10.47203173,72.159134,-1,0.1168000028,2.956799984,212.912
1569494839.19,63.56483033,10.47199991,72.588783,-1,0.131400004,2.8671998978,212.7
1569494840.34,63.56483184,10.47196672,73.054237,-1,0.1094999984,2.8671998978,212.242
1569494841.44,63.56483323,10.47193491,73.479538,-1,0.1168000028,2.956799984,212.768
1569494842.59,63.5648346,10.47190178,73.920563,-1,0.1168000028,2.77760005,212.69
1569494843.69,63.56483586,10.47187004,74.360359,-1,0.131400004,2.598400116,212.604
1569494844.84,63.56483713,10.47183699,74.84156,-1,0.1168000028,2.598400116,212.279
1569494845.94,63.56483833,10.47180535,75.291733,-1,0.131400004,2.77760005,212.431
1569494847.09,63.56483974,10.47177238,75.742264,-1,0.131400004,2.8671998978,212.448
1569494848.19,63.56484125,10.47174082,76.186188,-1,0.1533000022,2.77760005,212.342
1569494849.34,63.56484288,10.47170783,76.677856,-1,0.1240999997,3.0464000702,212.238
1569494850.44,63.56484443,10.47167621,77.119667,-1,0.1386999935,2.8671998978,212.057
1569494851.59,63.56484599,10.4716431,77.553108,-1,0.1240999997,2.8671998978,211.894
1569494852.69,63.56484743,10.47161146,77.989899,-1,0.131400004,2.8671998978,211.781
1569494853.84,63.5648489,10.47157833,78.463829,-1,0.1240999997,2.598400116,211.716
1569494854.94,63.56485025,10.47154668,78.90345,-1,0.1168000028,2.77760005,211.516
1569494856.09,63.5648516,10.47151349,79.337898,-1,0.1094999984,2.77760005,211.38
1569494857.19,63.56485279,10.47148174,79.773102,-1,0.1240999997,2.77760005,211.475
1569494858.34,63.564854,10.47144853,80.242783,-1,0.1168000028,3.2256000042,211.424
1569494859.44,63.5648552,10.47141691,80.687172,-1,0.1094999984,2.956799984,211.336
1569494860.59,63.56485652,10.47138381,81.133194,-1,0.1168000028,2.8671998978,211.407
1569494861.69,63.56485782,10.47135225,81.59185,-1,0.1240999997,2.8671998978,211.42
1569494862.84,63.5648593,10.4713192,82.084969,-1,0.1168000028,2.8671998978,211.475
1569494863.941,63.56486085,10.47128767,82.531059,-1,0.1168000028,2.4191999435,211.5375
1569494865.09,63.56486257,10.47125456,82.982086,-1,0.1094999984,2.8671998978,211.354
1569494866.19,63.56486422,10.47122302,83.441689,-1,0.1168000028,2.6879999638,211.345
1569494867.29,63.56486584,10.47119153,83.892784,-1,0.1094999984,2.5088000298,211.224
1569494868.44,63.5648675,10.47115834,84.3983,-1,0.1240999997,2.8671998978,211.198
1569494869.54,63.56486901,10.47112681,84.859299,-1,0.1168000028,2.77760005,210.892
1569494870.69,63.56487047,10.47109379,85.315086,-1,0.1168000028,2.3296000957,210.925
1569494871.79,63.56487163,10.47106211,85.778839,-1,0.1168000028,2.77760005,212.13
1569494872.94,63.56487276,10.47102905,86.282333,-1,0.1094999984,2.77760005,212.382
1569494874.04,63.56487394,10.47099728,86.744843,-1,0.1022000015,2.4191999435,212.3045
1569494875.191,63.56487529,10.47096432,87.203705,-1,0.0948999971,2.598400116,212.108
1569494876.29,63.56487667,10.47093251,87.655197,-1,0.1094999984,2.598400116,211.953
1569494877.44,63.56487818,10.47089946,88.148361,-1,0.1094999984,2.77760005,211.895
1569494878.54,63.56487969,10.47086783,88.59269,-1,0.1094999984,2.956799984,211.766
1569494879.69,63.56488127,10.47083474,89.033821,-1,0.1094999984,2.5088000298,211.661
1569494880.79,63.5648828,10.47080309,89.482712,-1,0.1022000015,2.6879999638,211.504
1569494881.94,63.56488437,10.47076982,89.969063,-1,0.1094999984,2.598400116,211.463
1569494883.04,63.56488578,10.47073819,90.415489,-1,0.1094999984,2.8671998978,211.486
1569494884.19,63.56488722,10.47070504,90.858727,-1,0.1022000015,2.6879999638,211.695
1569494885.29,63.56488863,10.47067338,91.29644,-1,0.0948999971,2.3296000957,211.475
1569494886.44,63.56489016,10.47064017,91.7705,-1,0.1022000015,2.8671998978,211.432
1569494887.54,63.56489148,10.47060835,92.190514,-1,0.0948999971,2.598400116,212.266
1569494888.69,63.5648927,10.47057504,92.612617,-1,0.1094999984,2.5088000298,212.34
1569494889.79,63.56489388,10.47054327,93.0373,-1,0.0948999971,2.8671998978,212.505
1569494890.94,63.56489528,10.4705102,93.514801,-1,0.1022000015,2.8671998978,212.847
1569494892.04,63.56489676,10.47047861,93.957123,-1,0.0948999971,2.4191999435,212.8605
1569494893.19,63.56489841,10.47044562,94.405144,-1,0.0876000002,2.8671998978,213.826
1569494894.29,63.56490002,10.47041401,94.844734,-1,0.0876000002,2.5088000298,214.083
1569494895.44,63.56490166,10.47038103,95.327065,-1,0.0948999971,2.598400116,214.179
1569494896.54,63.56490314,10.47034936,95.771111,-1,0.0803000033,2.598400116,214.411
1569494897.69,63.56490462,10.47031631,96.202538,-1,0.0876000002,2.6879999638,214.557
1569494898.79,63.56490598,10.47028455,96.644302,-1,0.0948999971,2.8671998978,214.717
1569494899.94,63.56490734,10.47025123,97.084068,-1,0.0948999971,2.6879999638,214.782
1569494901.04,63.56490869,10.47021725,97.264107,-1,0.0948999971,2.6879999638,214.8375
1569494902.19,63.56490999,10.47018153,97.2062,-1,0.0948999971,2.0608000755,214.87
1569494903.29,63.56491111,10.47014808,96.972801,-1,0.0948999971,2.1503999233,214.861
1569494904.44,63.56491221,10.47011371,96.596046,-1,0.1022000015,2.598400116,214.946
1569494905.541,63.56491325,10.47008114,96.203224,-1,0.0876000002,2.6879999638,214.82
1569494906.69,63.56491442,10.47004721,95.774757,-1,0.1094999984,2.6879999638,214.7
1569494907.79,63.56491568,10.47001484,95.347298,-1,0.0948999971,2.2400000095,214.633
1569494908.94,63.56491713,10.46998092,94.854828,-1,0.0948999971,2.5088000298,214.574
1569494910.04,63.56491863,10.46994858,94.421951,-1,0.0948999971,2.6879999638,214.395
1569494911.19,63.56492026,10.46991467,93.989304,-1,0.1022000015,2.77760005,214.221
1569494912.29,63.56492182,10.46988234,93.553963,-1,0.0948999971,2.5088000298,214.324
1569494913.44,63.56492343,10.46984841,93.07737,-1,0.0803000033,2.5088000298,213.932
1569494914.54,63.5649249,10.46981611,92.650742,-1,0.1094999984,2.4191999435,213.129
1569494915.69,63.56492644,10.46978242,92.224396,-1,0.1022000015,3.0464000702,212.874
1569494916.792,63.56492787,10.46975019,91.785698,-1,0.1168000028,3.4944000244,212.835
1569494917.94,63.56492935,10.46971651,91.350258,-1,0.1022000015,2.3296000957,212.734
1569494919.04,63.56493087,10.46968428,90.886436,-1,0.1022000015,2.2400000095,212.2105
1569494920.19,63.56493253,10.46965069,90.459442,-1,0.1168000028,2.6879999638,211.339
1569494921.29,63.56493401,10.46961846,90.024101,-1,0.0948999971,2.8671998978,211.166
1569494922.44,63.56493545,10.46958477,89.554291,-1,0.0876000002,2.5088000298,211.187
1569494923.54,63.56493675,10.46955255,89.128685,-1,0.1094999984,2.6879999638,211.107
1569494924.69,63.56493806,10.4695188,88.704163,-1,0.131400004,3.0464000702,210.98
1569494925.79,63.56493937,10.46948658,88.274429,-1,0.0948999971,2.4191999435,210.906
1569494926.94,63.56494081,10.46945297,87.801132,-1,0.1240999997,2.4191999435,210.841
1569494928.04,63.56494222,10.46942079,87.373512,-1,0.1094999984,2.956799984,210.8185
1569494929.19,63.56494367,10.46938716,86.93605,-1,0.1094999984,2.5088000298,210.795
1569494930.29,63.56494506,10.46935498,86.504608,-1,0.1094999984,2.77760005,211.356
1569494931.44,63.56494661,10.46932135,86.02626,-1,0.0948999971,2.4191999435,210.559
1569494932.54,63.56494815,10.46928926,85.596519,-1,0.1094999984,2.956799984,209.328
1569494933.69,63.56494971,10.46925552,85.176643,-1,0.1094999984,2.5088000298,208.707
1569494934.791,63.56495118,10.46922326,84.756081,-1,0.1240999997,2.956799984,208.525
1569494935.89,63.56495255,10.46919106,84.339828,-1,0.1168000028,2.6879999638,208.572
1569494937.04,63.5649539,10.46915732,83.873085,-1,0.1022000015,2.8671998978,208.792
1569494938.14,63.5649551,10.46912508,83.439247,-1,0.1240999997,2.6879999638,208.936
1569494939.29,63.56495637,10.46909135,83.019409,-1,0.1094999984,2.598400116,209.021
1569494940.39,63.56495765,10.46905909,82.597008,-1,0.1168000028,3.3152000904,209.05
1569494941.54,63.56495905,10.46902546,82.131042,-1,0.1168000028,2.77760005,209.053
1569494942.64,63.56496048,10.46899328,81.700302,-1,0.1168000028,3.0464000702,209.173
1569494943.79,63.56496202,10.46895961,81.269302,-1,0.1240999997,2.8671998978,209.153
1569494944.89,63.56496351,10.46892752,80.835999,-1,0.1240999997,2.3296000957,209.108
1569494946.04,63.56496509,10.4688939,80.364662,-1,0.1240999997,2.77760005,209.0005
1569494947.14,63.56496659,10.46886168,79.932327,-1,0.1240999997,3.2256000042,209.042
1569494948.29,63.56496813,10.46882801,79.498001,-1,0.1240999997,2.6879999638,209.115
1569494949.39,63.56496954,10.46879574,79.074768,-1,0.1240999997,2.598400116,209.177
1569494950.54,63.56497093,10.46876208,78.595886,-1,0.1094999984,2.3296000957,209.2
1569494951.64,63.5649722,10.4687299,78.162041,-1,0.1168000028,3.2256000042,209.282
1569494952.79,63.56497347,10.46869629,77.722252,-1,0.1386999935,2.5088000298,209.308
1569494953.89,63.56497467,10.46866414,77.28463,-1,0.1094999984,2.8671998978,209.362
1569494955.04,63.56497599,10.46863046,76.810242,-1,0.1240999997,2.8671998978,209.467
1569494956.14,63.56497732,10.46859824,76.380859,-1,0.131400004,3.0464000702,209.461
1569494957.29,63.56497874,10.46856462,75.947601,-1,0.1168000028,2.598400116,209.493
1569494958.39,63.5649802,10.46853233,75.518463,-1,0.1240999997,2.956799984,209.51
1569494959.54,63.56498173,10.46849869,75.048073,-1,0.1386999935,2.598400116,209.516
1569494960.64,63.5649832,10.46846655,74.618744,-1,0.1240999997,2.77760005,209.564
1569494961.79,63.56498471,10.46843305,74.19191,-1,0.1168000028,3.5840001106,209.664
1569494962.89,63.56498613,10.46840105,73.765297,-1,0.1386999935,2.598400116,209.436
1569494964.04,63.56498763,10.46836746,73.293037,-1,0.131400004,3.135999918,209.3525
1569494965.14,63.56498903,10.46833548,72.867821,-1,0.1240999997,2.4191999435,209.441
1569494966.29,63.56499051,10.46830186,72.443123,-1,0.1094999984,3.135999918,209.445
1569494967.39,63.56499187,10.46826988,72.019585,-1,0.1094999984,2.598400116,209.541
1569494968.54,63.56499327,10.46823631,71.556534,-1,0.1240999997,2.77760005,209.492
1569494969.64,63.56499468,10.46820421,71.135132,-1,0.1459999979,2.8671998978,209.451
1569494970.79,63.56499614,10.46817074,70.707855,-1,0.1459999979,2.77760005,209.232
1569494971.89,63.56499752,10.4681387,70.27002,-1,0.1240999997,2.77760005,209.279
1569494973.04,63.56499893,10.46810519,69.796806,-1,0.1240999997,2.4191999435,209.27
1569494974.14,63.56500024,10.46807309,69.362038,-1,0.1386999935,2.77760005,209.436
1569494975.29,63.56500157,10.46803961,68.926605,-1,0.1240999997,3.0464000702,209.286
1569494976.39,63.56500282,10.46800761,68.495758,-1,0.131400004,3.3152000904,209.204
1569494977.54,63.56500418,10.46797396,68.020584,-1,0.1459999979,2.8671998978,209.425
1569494978.64,63.5650055,10.46794197,67.581947,-1,0.1240999997,2.8671998978,209.494
1569494979.79,63.56500694,10.46790846,67.15419,-1,0.131400004,2.77760005,209.443
1569494980.89,63.56500835,10.46787636,66.713631,-1,0.1240999997,2.5088000298,209.39
1569494982.04,63.56500981,10.46784291,66.251022,-1,0.1386999935,3.0464000702,209.7425
1569494983.14,63.56501118,10.46781083,65.819984,-1,0.1240999997,2.4191999435,209.371
1569494984.29,63.56501268,10.46777734,65.400269,-1,0.131400004,2.598400116,209.098
1569494985.39,63.56501418,10.46774519,64.982712,-1,0.131400004,2.8671998978,209.266
1569494986.54,63.56501578,10.46771175,64.533302,-1,0.131400004,3.0464000702,209.205
1569494987.64,63.56501725,10.4676797,64.13028,-1,0.131400004,2.5088000298,208.891
1569494988.79,63.56501875,10.46764612,63.726078,-1,0.1240999997,2.8671998978,208.263
1569494989.891,63.56502012,10.46761521,63.312206,-1,0.1386999935,2.598400116,208.595
1569494990.99,63.56502137,10.46758408,62.91066,-1,0.1386999935,2.956799984,208.347
1569494992.14,63.56502269,10.46755039,62.459656,-1,0.1386999935,2.956799984,208.604
1569494993.24,63.56502388,10.46751825,62.036945,-1,0.1459999979,2.6879999638,208.803
1569494994.39,63.56502505,10.46748456,61.622677,-1,0.1386999935,2.2400000095,208.931
1569494995.49,63.56502621,10.4674523,61.204926,-1,0.1459999979,3.135999918,209.182
1569494996.64,63.56502752,10.46741858,60.755135,-1,0.1459999979,2.598400116,209.426
1569494997.74,63.56502889,10.46738632,60.342384,-1,0.1240999997,3.2256000042,209.76
1569494998.89,63.56503041,10.46735269,59.929668,-1,0.1533000022,2.77760005,210.315
1569494999.99,63.56503198,10.46732053,59.50827,-1,0.1386999935,2.8671998978,209.608
1569495001.14,63.56503365,10.46728689,59.054699,-1,0.131400004,2.4191999435,209.654
1569495002.241,63.56503522,10.46725471,58.638733,-1,0.1386999935,3.0464000702,209.992
1569495003.39,63.56503679,10.46722111,58.226349,-1,0.1240999997,2.4191999435,210.137
1569495004.49,63.56503826,10.4671889,57.808887,-1,0.131400004,3.4047999382,210.358
1569495005.64,63.56503981,10.4671553,57.353287,-1,0.1459999979,2.5088000298,210.501
1569495006.74,63.56504127,10.46712308,56.942814,-1,0.1459999979,2.956799984,210.656
1569495007.89,63.56504272,10.4670894,56.527946,-1,0.131400004,2.77760005,210.771
1569495008.991,63.56504409,10.46705742,56.113594,-1,0.1386999935,2.956799984,210.989
1569495010.14,63.56504549,10.46702385,55.66518,-1,0.1240999997,2.598400116,211.197
1569495011.24,63.56504679,10.46699184,55.247433,-1,0.1240999997,2.4191999435,211.238
1569495012.39,63.56504817,10.46695819,54.837437,-1,0.1240999997,2.6879999638,211.359
1569495013.49,63.56504951,10.46692617,54.432625,-1,0.131400004,2.598400116,211.427
1569495014.64,63.56505096,10.46689269,53.978405,-1,0.131400004,2.6879999638,211.407
1569495015.74,63.56505237,10.46686061,53.558746,-1,0.1168000028,2.4191999435,211.5
1569495016.89,63.56505388,10.46682714,53.142429,-1,0.1240999997,2.5088000298,211.642
1569495017.99,63.56505533,10.46679513,52.730293,-1,0.131400004,2.8671998978,211.4685
1569495019.14,63.56505679,10.46676152,52.27187,-1,0.131400004,2.77760005,211.563
1569495020.24,63.56505814,10.46672957,51.839466,-1,0.1240999997,3.0464000702,211.738
1569495021.39,63.56505951,10.46669602,51.421463,-1,0.1386999935,3.135999918,211.738
1569495022.49,63.56506082,10.46666395,50.988068,-1,0.131400004,2.956799984,211.777
1569495023.64,63.56506217,10.46663045,50.520676,-1,0.1240999997,2.77760005,211.798
1569495024.74,63.56506345,10.46659835,50.092121,-1,0.1459999979,3.135999918,211.911
1569495025.89,63.56506478,10.46656488,49.670673,-1,0.1459999979,2.5088000298,212.039
1569495026.99,63.56506609,10.46653263,49.254005,-1,0.1459999979,2.6879999638,212.06
1569495028.14,63.56506745,10.46649918,48.794247,-1,0.1459999979,2.77760005,212.102
1569495029.24,63.5650688,10.46646718,48.376106,-1,0.1386999935,3.2256000042,212.147
1569495030.39,63.56507028,10.46643354,47.948772,-1,0.131400004,2.8671998978,212.191
1569495031.49,63.56507171,10.46640162,47.528263,-1,0.1386999935,2.8671998978,212.287
1569495032.64,63.56507322,10.46636808,47.053398,-1,0.1533000022,2.8671998978,212.252
1569495033.74,63.56507459,10.46633606,46.623493,-1,0.1386999935,2.0608000755,212.025
1569495034.89,63.56507602,10.46630247,46.181179,-1,0.1168000028,3.0464000702,212.268
1569495035.99,63.56507733,10.46627053,45.745659,-1,0.131400004,2.4191999435,211.9175
1569495037.14,63.56507868,10.46623691,45.266769,-1,0.1386999935,2.6879999638,212.036
1569495038.241,63.56508,10.46620493,44.834305,-1,0.1094999984,3.135999918,212.174
1569495039.39,63.56508139,10.46617142,44.404827,-1,0.1094999984,2.598400116,212.365
1569495040.49,63.5650828,10.4661394,43.972095,-1,0.1459999979,2.598400116,212.123
1569495041.64,63.56508432,10.46610587,43.494022,-1,0.1459999979,2.8671998978,212.162
1569495042.74,63.56508582,10.46607397,43.054695,-1,0.1094999984,2.77760005,212.009
1569495043.84,63.56508735,10.46604193,42.616291,-1,0.131400004,2.77760005,212.911
1569495044.99,63.56508895,10.46600857,42.175266,-1,0.1386999935,2.598400116,212.2985
1569495046.09,63.56509044,10.46597635,41.743549,-1,0.1386999935,2.956799984,212.39
1569495047.24,63.56509194,10.46594287,41.285023,-1,0.131400004,2.956799984,212.662
1569495048.34,63.56509341,10.46591094,40.858738,-1,0.1459999979,2.8671998978,212.59
1569495049.49,63.56509502,10.46587738,40.432228,-1,0.1459999979,2.77760005,212.482
1569495050.59,63.56509646,10.46584547,39.992477,-1,0.1533000022,2.8671998978,212.356
1569495051.74,63.56509778,10.46581188,39.518764,-1,0.167899996,2.956799984,213.399
1569495052.84,63.56509894,10.46577977,39.08987,-1,0.1752000004,3.0464000702,213.489
1569495053.99,63.5651001,10.46574626,38.647003,-1,0.1606000066,2.8671998978,213.414
1569495055.09,63.56510119,10.46571415,38.224552,-1,0.1606000066,2.8671998978,213.418
1569495056.241,63.5651024,10.46568058,37.75771,-1,0.1752000004,2.956799984,213.688
1569495057.341,63.56510367,10.46564851,37.316513,-1,0.1752000004,3.0464000702,213.226
1569495058.49,63.56510515,10.46561506,36.894665,-1,0.167899996,2.8671998978,212.861
1569495059.59,63.56510664,10.46558293,36.469128,-1,0.167899996,3.3152000904,213.006
1569495060.74,63.56510821,10.46554953,36.004284,-1,0.1897999942,3.0464000702,213.45
1569495061.84,63.56510971,10.46551749,35.583496,-1,0.1825000048,3.0464000702,213.329
1569495062.99,63.56511126,10.46548406,35.148502,-1,0.1970999986,2.956799984,213.528
1569495064.09,63.56511268,10.46545201,34.714855,-1,0.1897999942,3.2256000042,213.591
1569495065.24,63.56511411,10.46541854,34.235943,-1,0.1897999942,2.956799984,213.658
1569495066.34,63.56511543,10.46538655,33.807831,-1,0.1970999986,3.0464000702,213.83
1569495067.49,63.56511678,10.46535301,33.372726,-1,0.2117000073,3.2256000042,214.003
1569495068.59,63.56511807,10.46532095,32.937244,-1,0.2117000073,2.956799984,214.215
1569495069.74,63.56511943,10.46528745,32.477852,-1,0.2336000055,3.0464000702,214.385
1569495070.84,63.5651208,10.46525538,32.052052,-1,0.240899995,3.0464000702,214.599
1569495071.992,63.56512228,10.4652219,31.624971,-1,0.240899995,3.3152000904,214.929
1569495073.09,63.56512369,10.4651899,31.206051,-1,0.2481999993,3.4944000244,215.396
1569495074.241,63.56512513,10.46515634,30.740305,-1,0.240899995,3.3152000904,215.591
1569495075.341,63.56512647,10.4651243,30.317898,-1,0.2700999975,3.6735999584,215.889
1569495076.49,63.56512783,10.46509069,29.902485,-1,0.2700999975,3.5840001106,216.05
1569495077.59,63.56512903,10.46505863,29.476728,-1,0.2992999852,3.2256000042,216.457
1569495078.74,63.56513022,10.46502513,29.020481,-1,0.3066000044,3.3152000904,216.811
1569495079.84,63.56513137,10.4649929,28.59753,-1,0.3504000008,3.6735999584,217.091
1569495080.99,63.56513262,10.46495946,28.181593,-1,0.4088000059,3.8527998924,217.953
1569495082.09,63.56513402,10.46492738,27.762018,-1,0.4598999918,4.0320000648,218.599
1569495083.24,63.56513564,10.46489385,27.303968,-1,0.4453000128,3.4944000244,218.771
1569495084.34,63.56513729,10.46486187,26.882727,-1,0.4526000023,4.1216001511,219.009
1569495085.49,63.56513902,10.46482843,26.471521,-1,0.4453000128,3.7632000446,219.207
1569495086.59,63.56514062,10.46479641,26.049664,-1,0.4453000128,4.3007998466,219.323
1569495087.74,63.5651422,10.46476292,25.586111,-1,0.4379999936,3.6735999584,219.518
1569495088.84,63.56514364,10.46473093,25.171749,-1,0.4307000041,4.3903999329,219.695
1569495089.99,63.56514512,10.46469741,24.753004,-1,0.3941999972,4.0320000648,219.772
1569495091.09,63.56514653,10.46466536,24.324429,-1,0.4234000146,4.1216001511,219.897
1569495092.24,63.56514802,10.46463191,23.868454,-1,0.4379999936,4.1216001511,220.159
1569495093.34,63.56514947,10.46459986,23.454485,-1,0.4307000041,4.0320000648,220.307
1569495094.49,63.565151,10.4645664,23.026026,-1,0.4745000005,4.4800000191,220.836
1569495095.59,63.56515238,10.46453437,22.597872,-1,0.4817999899,4.3007998466,221.104
1569495096.74,63.56515375,10.46450083,22.13975,-1,0.4891000092,4.3903999329,221.238
1569495097.84,63.56515504,10.46446881,21.700516,-1,0.4891000092,4.2112002373,221.422
1569495098.99,63.56515637,10.46443527,21.266827,-1,0.5037000179,4.5696001053,221.6165
1569495100.09,63.56515761,10.46440329,20.835892,-1,0.5109999776,4.3903999329,221.934
1569495101.24,63.56515891,10.46436965,20.358156,-1,0.5256000161,4.6592001915,222.054
1569495102.34,63.56516012,10.46433766,19.914185,-1,0.5109999776,4.2112002373,222.26
1569495103.49,63.56516133,10.46430401,19.48007,-1,0.5328999758,4.9279999733,222.736
1569495104.59,63.5651625,10.46427196,19.057108,-1,0.5328999758,4.4800000191,223.032
1569495105.74,63.56516379,10.46423849,18.599216,-1,0.554799974,5.0176000595,223.316
1569495106.84,63.56516511,10.46420631,18.180834,-1,0.6424000263,5.3759999275,223.561
1569495107.99,63.56516656,10.4641729,17.764345,-1,0.7372999787,4.7487998009,225.915
1569495109.09,63.56516807,10.46414081,17.35215,-1,0.7883999944,5.2863998413,227.026
1569495110.24,63.56516975,10.46410733,16.899345,-1,0.8468000293,5.3759999275,227.591
1569495111.34,63.56517136,10.46407536,16.48983,-1,0.8906000257,5.1072001457,228.072
1569495112.49,63.565173,10.46404193,16.090361,-1,0.9782000184,5.6448001862,228.668
1569495113.59,63.56517454,10.46400981,15.683455,-1,1.0219999552,4.9279999733,229.102
1569495114.74,63.56517603,10.46397633,15.245559,-1,1.0877000093,5.5552000999,229.758
1569495115.89,63.56517739,10.46394278,14.852817,-1,1.1679999828,5.5552000999,230.537
1569495116.99,63.56517855,10.46391071,14.452093,-1,1.2702000141,6.0032000542,231.5175
1569495118.14,63.56517961,10.46387698,14.011326,-1,1.299399972,5.7343997955,232.542
1569495119.24,63.56518066,10.46384496,13.610157,-1,1.4089000225,5.4656000137,233.127
1569495120.39,63.5651819,10.46381137,13.213467,-1,1.4234999418,6.4512000084,233.717
1569495121.491,63.56518321,10.46377934,12.815126,-1,1.4527000189,6.1824002266,234.199
1569495122.64,63.56518472,10.46374571,12.36727,-1,1.4600000381,6.6304001808,234.529
1569495123.74,63.56518629,10.46371381,11.957602,-1,1.4818999767,6.0032000542,234.919
1569495124.89,63.56518794,10.46368035,11.544605,-1,1.5987000465,5.8239998817,235.201
1569495125.99,63.56518952,10.46364833,11.125987,-1,1.5403000116,6.0032000542,235.7055
1569495127.14,63.56519107,10.46361481,10.694713,-1,1.5621999502,6.271999836,236.132
1569495128.24,63.56519262,10.46358277,10.305367,-1,1.5621999502,6.0032000542,236.433
1569495129.39,63.56519411,10.46354933,9.902896,-1,1.5987000465,5.913599968,236.543
1569495130.49,63.56519542,10.46351712,9.500358,-1,1.7154999971,5.913599968,236.989
1569495131.64,63.56519677,10.46348369,9.062367,-1,1.7154999971,6.0928001404,237.28
1569495132.74,63.56519811,10.46345163,8.654305,-1,1.6570999622,6.0928001404,237.459
1569495133.89,63.5651996,10.46341814,8.239035,-1,1.7519999743,6.0928001404,237.698
1569495135.04,63.56520111,10.46338474,7.783761,-1,1.6132999659,5.8239998817,237.8915
1569495136.14,63.56520264,10.46335268,7.362034,-1,1.7519999743,6.0032000542,238.143
1569495137.29,63.56520422,10.46331919,6.947173,-1,1.7666000128,6.5408000946,238.268
1569495138.39,63.56520568,10.46328716,6.533343,-1,1.6352000237,6.4512000084,238.449
1569495139.54,63.56520714,10.46325372,6.070759,-1,1.7081999779,6.271999836,238.488
1569495140.64,63.56520845,10.46322167,5.639989,-1,1.6643999815,6.7199997902,238.668
1569495141.79,63.56520983,10.46318811,5.217532,-1,1.7008999586,6.0032000542,238.694
1569495142.89,63.56521125,10.46315616,4.785185,-1,1.7374000549,6.0928001404,238.841
1569495144.04,63.56521275,10.46312263,4.306026,-1,1.744699955,6.3615999222,238.904
1569495145.14,63.56521416,10.46309059,3.874781,-1,1.7228000164,6.1824002266,238.947
1569495146.29,63.56521555,10.46305703,3.474045,-1,1.7666000128,6.1824002266,238.938
1569495147.39,63.56521688,10.46302501,3.061013,-1,1.7228000164,6.3615999222,239.091
1569495148.54,63.56521834,10.46299136,2.622639,-1,1.6717000008,5.913599968,239.151
1569495149.64,63.5652197,10.4629593,2.216308,-1,1.5549000502,6.0032000542,239.113
1569495150.79,63.5652212,10.46292589,1.798731,-1,1.3796999454,6.3615999222,239.196
1569495151.89,63.56522245,10.4628937,1.389502,-1,1.3140000105,5.4656000137,239.193
1569495153.04,63.56522375,10.46286031,0.9667,-1,1.2190999985,5.7343997955,239.3075
1569495154.14,63.56522487,10.4628279,0.58661,-1,1.1753000021,5.913599968,239.382
1569495155.29,63.56522617,10.462794,0.201666,-1,1.2044999599,6.271999836,239.464
1569495156.44,63.56522753,10.46275933,0.035412,-1,1.1533999443,5.5552000999,239.4
1569495157.54,63.56522975,10.46272553,0.088288,-1,1.0950000286,5.7343997955,239.507
1569495158.69,63.56523199,10.46269029,0.087013,-1,1.1241999865,5.5552000999,239.453
1569495159.79,63.56453522,10.46186435,0.097548,-1,1.1606999636,5.7343997955,239.519
1569495160.94,63.56453321,10.46182279,0.266144,-1,1.1679999828,6.0928001404,239.487
1569495162.04,63.56453287,10.46176492,0.358986,-1,1.1315000057,5.2863998413,239.5505
1569495163.19,63.56452717,10.46172824,0.597308,-1,1.1753000021,5.913599968,239.529
1569495164.29,63.56453435,10.46170945,0.879011,-1,1.1899000406,5.913599968,239.613
1569495165.44,63.56454184,10.46169484,1.204534,-1,1.2190999985,6.5408000946,239.634
1569495166.54,63.56455809,10.46167797,1.530838,-1,1.3651000261,6.3615999222,239.663
1569495167.69,63.56457778,10.4616677,1.882228,-1,1.4307999611,6.271999836,239.705
1569495168.79,63.56459036,10.46166647,2.229447,-1,1.6059999466,6.3615999222,239.648
1569495169.94,63.56460499,10.46166679,2.61947,-1,1.67900002,6.4512000084,239.742
1569495171.04,63.56461886,10.46166828,2.990963,-1,1.5329999924,5.8239998817,239.68
1569495172.19,63.56463326,10.46167003,3.413593,-1,1.7154999971,5.913599968,239.711
1569495173.29,63.56464698,10.46167167,3.840438,-1,1.7301000357,6.0032000542,239.68
1569495174.44,63.5646614,10.46167342,4.312502,-1,1.7374000549,6.1824002266,239.72
1569495175.59,63.56467589,10.46167523,4.737814,-1,1.744699955,5.5552000999,239.757
