timestamp,gmtTime,latitude,longitude,latitudeCorr,longitudeCorr,altitude,depth,medium,conductivity,temperature,salinity
1569500655.68349,12:24:15.683,63.5864963118371,10.504270280176,63.5837503457328,10.5039822123969,-1,78.2,UNDERWATER,3.673,10.293,33.311
1569500656.68368,12:24:16.683,63.5864832006878,10.5042701417894,63.5837325010457,10.5039815544014,-1,77.73,UNDERWATER,3.674,10.313,33.301
1569500657.68366,12:24:17.683,63.5864701072193,10.5042701210853,63.5837146416258,10.5039809867558,-1,77.23,UNDERWATER,3.677,10.346,33.271
1569500658.68367,12:24:18.683,63.5864569971715,10.5042701086974,63.5836968028783,10.5039804805587,-1,76.76,UNDERWATER,3.674,10.348,33.294
1569500659.68363,12:24:19.683,63.5864438892931,10.5042701119522,63.5836789520334,10.5039799700637,-1,76.26,UNDERWATER,3.678,10.422,33.249
1569500660.68365,12:24:20.683,63.5864307649388,10.5042701241433,63.5836610903886,10.5039794989696,-1,75.78,UNDERWATER,3.679,10.433,33.244
1569500661.68368,12:24:21.683,63.5864176450728,10.5042700327762,63.583643204996,10.503978960839,-1,75.3,UNDERWATER,3.681,10.462,33.234
1569500662.68392,12:24:22.683,63.5864045127705,10.5042699561376,63.5836253623575,10.503978353811,-1,74.81,UNDERWATER,3.684,10.507,33.233
1569500663.68361,12:24:23.683,63.586391403708,10.5042699099387,63.583608395842,10.503977835398,-1,74.33,UNDERWATER,3.686,10.53,33.231
1569500664.6839,12:24:24.683,63.586378298571,10.5042698658671,63.583590529185,10.5039772991424,-1,73.83,UNDERWATER,3.689,10.569,33.215
1569500665.68361,12:24:25.683,63.5863651987635,10.5042697084194,63.5835726948685,10.5039767154512,-1,73.34,UNDERWATER,3.688,10.588,33.202
1569500666.68349,12:24:26.683,63.5863520880999,10.5042694609039,63.5835548481081,10.5039760141921,-1,72.83,UNDERWATER,3.69,10.611,33.193
1569500667.68347,12:24:27.683,63.5863389870822,10.5042690843369,63.5835369978136,10.503975232644,-1,72.34,UNDERWATER,3.692,10.667,33.189
1569500668.68378,12:24:28.683,63.5863259506501,10.5042685169369,63.583519186245,10.5039742599949,-1,71.85,UNDERWATER,3.696,10.711,33.176
1569500669.68375,12:24:29.683,63.5863129181183,10.5042678714844,63.5835014000465,10.5039731413402,-1,71.36,UNDERWATER,3.7,10.749,33.173
1569500670.68373,12:24:30.683,63.5862998735056,10.5042673471096,63.5834827303422,10.5039719771598,-1,70.87,UNDERWATER,3.701,10.758,33.17
1569500671.68373,12:24:31.683,63.5862868364477,10.5042670240188,63.583464928626,10.5039710560732,-1,70.38,UNDERWATER,3.702,10.781,33.166
1569500672.68381,12:24:32.683,63.5862738113291,10.5042668853102,63.5834480695476,10.5039703687405,-1,69.87,UNDERWATER,3.703,10.802,33.155
1569500673.68372,12:24:33.683,63.5862607590714,10.5042667914781,63.5834302886622,10.5039697623566,-1,69.38,UNDERWATER,3.704,10.823,33.146
1569500674.68448,12:24:34.684,63.5862477203622,10.5042667277565,63.5834125056153,10.5039691830701,-1,68.89,UNDERWATER,3.706,10.88,33.139
1569500675.68331,12:24:35.683,63.5862346712805,10.5042668960541,63.5833947147315,10.5039686895176,-1,68.39,UNDERWATER,3.709,10.92,33.122
1569500676.68326,12:24:36.683,63.5862215991741,10.5042672914486,63.5833769133469,10.5039684983287,-1,67.9,UNDERWATER,3.711,10.944,33.106
1569500677.68279,12:24:37.682,63.5862085543557,10.5042677396985,63.5833591261939,10.5039684140867,-1,67.4,UNDERWATER,3.712,11.01,33.094
1569500678.68318,12:24:38.683,63.586195521936,10.5042681126772,63.5833404399724,10.5039683737198,-1,66.91,UNDERWATER,3.717,11.067,33.057
1569500679.68313,12:24:39.683,63.5861824620324,10.5042682662273,63.5833226600739,10.5039681238647,-1,66.42,UNDERWATER,3.717,11.095,33.047
1569500680.68282,12:24:40.682,63.586169413902,10.5042681877749,63.583304855436,10.5039676933042,-1,65.94,UNDERWATER,3.72,11.142,33.032
1569500681.68308,12:24:41.683,63.5861563824413,10.5042677614349,63.583287071053,10.5039669305403,-1,65.45,UNDERWATER,3.724,11.182,33.018
1569500682.68308,12:24:42.683,63.5861433418147,10.5042671627015,63.5832692926963,10.503965889671,-1,64.97,UNDERWATER,3.725,11.2,33.012
1569500683.68306,12:24:43.683,63.5861302826156,10.5042665098823,63.5832515012003,10.5039647689041,-1,64.48,UNDERWATER,3.726,11.224,33.007
1569500684.68312,12:24:44.683,63.5861172415708,10.5042659130006,63.5832337086532,10.5039636235589,-1,64,UNDERWATER,3.727,11.233,33.004
1569500685.68358,12:24:45.683,63.5861041889907,10.5042654544046,63.5832159117307,10.5039625943733,-1,63.52,UNDERWATER,3.727,11.235,33
1569500686.68356,12:24:46.683,63.5860911418504,10.5042651549933,63.5831981376832,10.5039617139164,-1,63.03,UNDERWATER,3.729,11.334,33.002
1569500687.68359,12:24:47.683,63.5860781113201,10.5042648835297,63.5831803391336,10.5039609775989,-1,62.53,UNDERWATER,3.736,11.392,32.958
1569500688.68367,12:24:48.683,63.5860650832755,10.5042644424487,63.5831625838145,10.5039601205038,-1,62.05,UNDERWATER,3.739,11.528,32.949
1569500689.68346,12:24:49.683,63.5860520580944,10.5042640825042,63.5831447950687,10.5039591619971,-1,61.56,UNDERWATER,3.752,11.663,32.88
1569500690.68365,12:24:50.683,63.5860390164495,10.5042641349618,63.5831270172898,10.503958492975,-1,61.08,UNDERWATER,3.752,11.73,32.849
1569500691.68355,12:24:51.683,63.5860259681136,10.504264531903,63.5831092411007,10.5039582528921,-1,60.59,UNDERWATER,3.756,11.793,32.823
1569500692.68371,12:24:52.683,63.5860129446623,10.5042650237881,63.5830914595002,10.5039582316667,-1,60.09,UNDERWATER,3.765,11.857,32.819
1569500693.68338,12:24:53.683,63.5859998745732,10.5042655037057,63.5830736300256,10.5039582278704,-1,59.61,UNDERWATER,3.768,11.941,32.83
1569500694.68345,12:24:54.683,63.5859868357091,10.504265747616,63.5830558705932,10.5039581173673,-1,59.13,UNDERWATER,3.776,11.96,32.83
1569500695.68356,12:24:55.683,63.5859737836271,10.5042657644208,63.5830380863732,10.5039577236436,-1,58.64,UNDERWATER,3.774,11.931,32.826
1569500696.68356,12:24:56.683,63.5859607403376,10.5042656871926,63.5830211959711,10.5039572418824,-1,58.16,UNDERWATER,3.774,11.937,32.831
1569500697.68378,12:24:57.683,63.585947697181,10.5042654535235,63.5830033936315,10.5039565725638,-1,57.65,UNDERWATER,3.773,11.927,32.827
1569500698.68331,12:24:58.683,63.585934655316,10.5042652819408,63.5829856185734,10.5039558485288,-1,57.16,UNDERWATER,3.776,12.042,32.845
1569500699.6833,12:24:59.683,63.5859216361366,10.5042651524745,63.5829678441814,10.5039552139311,-1,56.67,UNDERWATER,3.786,12.107,32.846
1569500700.68347,12:25:00.683,63.5859086136972,10.5042650131754,63.5829500658144,10.5039545885524,-1,56.19,UNDERWATER,3.79,12.107,32.842
1569500701.68328,12:25:01.683,63.5858955812208,10.5042648520466,63.5829323044653,10.503953937976,-1,55.7,UNDERWATER,3.791,12.131,32.845
1569500702.68344,12:25:02.683,63.5858825533506,10.5042647256558,63.5829145436982,10.5039532963174,-1,55.21,UNDERWATER,3.794,12.165,32.846
1569500703.68344,12:25:03.683,63.5858694723218,10.5042645755933,63.582896728242,10.5039526629547,-1,54.73,UNDERWATER,3.797,12.205,32.846
1569500704.68326,12:25:04.683,63.5858564455307,10.5042643419525,63.5828780445237,10.5039519492815,-1,54.25,UNDERWATER,3.798,12.232,32.811
1569500705.68342,12:25:05.683,63.585843420967,10.5042639979918,63.5828602841979,10.5039511708666,-1,53.77,UNDERWATER,3.792,12.193,32.772
1569500706.68327,12:25:06.683,63.5858304145174,10.5042635089886,63.5828425265987,10.5039502597565,-1,53.29,UNDERWATER,3.799,12.336,32.78
1569500707.68346,12:25:07.683,63.5858173443427,10.5042629130246,63.5828247339203,10.5039492007654,-1,52.8,UNDERWATER,3.807,12.399,32.775
1569500708.68312,12:25:08.683,63.5858043193385,10.5042623994388,63.5828069563443,10.5039481218389,-1,52.32,UNDERWATER,3.803,12.362,32.726
